horizon,symbol,entry_time,exit_time,entry_price,target,initial_sl,exit_price,qty,outcome,pnl,r_multiple,p_entry,kelly_f,atr,features_json,pnl_net,r_net
intraday,FIXTURE,2026-04-09T12:48:00+05:30,2026-04-09T12:57:00+05:30,1219.174090709112,1224.6485182370157,1216.4368769451603,1224.6485182370157,7306.0,PROFIT,39996.1675188635,2.0,0.69884534014052,0.05,2.1897710111614113,"{""structure"": 0.9946287002841934, ""value"": 0.6909199748018984, ""vol_anom"": 0.5046774873187106, ""mom_t"": 0.3549537950729932, ""vratio"": 0.3162129797733368, ""flow"": 0.31278861578586764, ""pcr"": -0.05491443741375521, ""vrp"": 0.029534591171137204, ""maturity"": 0.07017526375927421, ""accel"": -0.02857946280744753, ""align"": -0.14758225119587584, ""mom_l"": 0.6192652240683129, ""mom_v"": 0.2032970838901541}",22181.59570542195,1.1091860586372624
intraday,FIXTURE,2026-04-10T11:17:00+05:30,2026-04-10T11:26:00+05:30,1212.2431330994111,1218.7597844688462,1208.9848074146935,1213.25713445087,6138.0,TRAILED,6223.940295253952,0.3112031913245169,0.7605345521425321,0.05,2.6066605477740663,"{""structure"": 0.9934431562481917, ""value"": 0.9749899843853048, ""vol_anom"": 0.13307424573642584, ""mom_t"": 0.5690282356848382, ""vratio"": 0.07655393380714473, ""flow"": 0.7360915639147161, ""pcr"": 0.16219667719066105, ""vrp"": 0.34177204681005335, ""maturity"": 0.005096818319333547, ""accel"": -0.16668973687782102, ""align"": 0.01978286854462279, ""mom_l"": 0.6878140606109723, ""mom_v"": 0.08627517565828265}",-8657.55640667442,-0.43288641198624545
intraday,FIXTURE,2026-04-10T11:39:00+05:30,2026-04-10T11:44:00+05:30,1216.182375057344,1221.1837493609003,1213.681687905566,1221.1837493609003,7997.0,PROFIT,39995.99030553976,2.000000000000091,0.7996301681179024,0.05,2.0005497214224883,"{""structure"": 0.9999818308340447, ""value"": 0.9991432220980894, ""vol_anom"": 0.7189362472299781, ""mom_t"": 0.3398379384574713, ""vratio"": 0.11415731342419229, ""flow"": 0.31541539332809165, ""pcr"": 0.7190071682435654, ""vrp"": 0.12222785279037959, ""maturity"": 0.024460333240672625, ""accel"": -0.36259432388644625, ""align"": 0.01978286854462279, ""mom_l"": 0.7521719337946282, ""mom_v"": 0.3099079046211744}",20544.3693988726,1.027321451071958
intraday,FIXTURE,2026-04-10T11:54:00+05:30,2026-04-10T12:17:00+05:30,1229.9199936563914,1235.8615202648277,1226.9492303521733,1235.8615202648277,6732.0,PROFIT,39998.3571279934,2.0000000000000764,0.8923934961747835,0.05,2.376610643374516,"{""structure"": 0.999999606525404, ""value"": 0.9998964113212255, ""vol_anom"": 0.0664013867599223, ""mom_t"": 0.9695125009010992, ""vratio"": 0.13926850540462535, ""flow"": 0.8213239087732944, ""pcr"": 0.6953284476896727, ""vrp"": 0.2732890604226863, ""maturity"": 0.04770720610043326, ""accel"": 0.24454970629603526, ""align"": 0.1815120434088036, ""mom_l"": 0.8939423830771565, ""mom_v"": 0.13771129813001495}",23438.714333403743,1.1719838521568045
intraday,FIXTURE,2026-04-10T12:27:00+05:30,2026-04-10T12:33:00+05:30,1236.6944965668013,1242.2804588171432,1233.9015154416302,1242.2804588171432,7160.0,PROFIT,39995.48971244826,1.9999999999999185,0.7754276732056925,0.05,2.234384900136816,"{""structure"": 0.9999999896243451, ""value"": 0.9999200290663444, ""vol_anom"": -0.028589282058619266, ""mom_t"": 0.5527722825118314, ""vratio"": 0.14915625075680614, ""flow"": 0.1736961322187619, ""pcr"": -0.11250266630346967, ""vrp"": 0.22480764766413597, ""maturity"": -0.029624108065337194, ""accel"": -0.07668242525982183, ""align"": 0.5504346562357908, ""mom_l"": 0.944173490446607, ""mom_v"": 0.0}",22286.024521611667,1.114426885723288
intraday,FIXTURE,2026-04-10T12:43:00+05:30,2026-04-10T12:54:00+05:30,1244.6658784281087,1250.2228166913521,1241.887409296487,1241.887409296487,7198.0,LOSS,-19999.420809413034,-1.0,0.7572815955168923,0.05,2.222775305297385,"{""structure"": 0.9999999996340883, ""value"": 0.9999891996073746, ""vol_anom"": -0.1527051792544061, ""mom_t"": 0.5514990030949046, ""vratio"": 0.040401421834843, ""flow"": -0.11587266286391397, ""pcr"": -0.07701105444529165, ""vrp"": 0.2537545108681171, ""maturity"": -0.09126348002696805, ""accel"": -0.0090587507060646, ""align"": 0.5504346562357908, ""mom_l"": 0.96842339013404, ""mom_v"": 0.0}",-37917.63079526409,-1.8959364451903318
intraday,FIXTURE,2026-04-10T13:04:00+05:30,2026-04-10T13:09:00+05:30,1249.6147211074067,1254.964944713253,1246.9396093044834,1254.964944713253,7476.0,PROFIT,39998.271677307646,1.999999999999915,0.7456581668637572,0.05,2.140089442338581,"{""structure"": 0.9999999999813199, ""value"": 0.9997777049823625, ""vol_anom"": -0.2453561088840905, ""mom_t"": 0.4831100986890509, ""vratio"": 0.13996943010930168, ""flow"": 0.4995339514750203, ""pcr"": -0.6713915831222063, ""vrp"": 0.22010062201970426, ""maturity"": -0.012394883776566902, ""accel"": 0.1646037614909419, ""align"": 0.5462915575313456, ""mom_l"": 0.9310975846940894, ""mom_v"": 0.0}",21314.0323673097,1.065747667262381
intraday,FIXTURE,2026-04-10T13:43:00+05:30,2026-04-10T13:46:00+05:30,1244.8957461468078,1250.6433228180256,1242.021957811199,1242.021957811199,6959.0,LOSS,-19998.693027502188,-1.0,0.7208419611156547,0.05,2.2990306684871067,"{""structure"": 0.9999999996748028, ""value"": 0.9321940914787208, ""vol_anom"": -0.4002669755589247, ""mom_t"": -0.4183679929986475, ""vratio"": 0.32411732194314774, ""flow"": 0.14273034139620305, ""pcr"": 0.5852923883475643, ""vrp"": 0.20978328539134952, ""maturity"": -0.5279573646095284, ""accel"": 0.5732478292116456, ""align"": 0.5548207231434966, ""mom_l"": 0.5791330189508502, ""mom_v"": -0.0}",-37325.152022373455,-1.8663795664568648
intraday,FIXTURE,2026-04-10T14:01:00+05:30,2026-04-10T14:07:00+05:30,1242.140938591912,1248.022687942271,1239.2000639167325,1239.2000639167325,6800.0,LOSS,-19997.947791220122,-1.0,0.6851741994929337,0.05,2.352699740143592,"{""structure"": 0.9999999982462447, ""value"": 0.41885882004457303, ""vol_anom"": -0.2314620555172307, ""mom_t"": -0.046544945720489415, ""vratio"": 0.32549045387230685, ""flow"": 0.497958817711356, ""pcr"": 0.002511373454381114, ""vrp"": 0.3608882100485885, ""maturity"": -0.2785380149340639, ""accel"": 0.4245596806298269, ""align"": 0.5700296778381984, ""mom_l"": 0.3327371744406018, ""mom_v"": -0.0}",-36891.06455607012,-1.8447425176430723
intraday,FIXTURE,2026-04-13T14:50:00+05:30,2026-04-13T14:52:00+05:30,1198.825817868287,1203.79953904232,1196.3389572812705,1196.3389572812705,8042.0,LOSS,-19999.33284078676,-1.0,0.7896616191219172,0.05,1.989488469613198,"{""structure"": 0.9999996430424136, ""value"": -0.6096727315025509, ""vol_anom"": 0.7749696438924031, ""mom_t"": 0.686122210902012, ""vratio"": 0.1748073248925362, ""flow"": 0.5563965271143684, ""pcr"": 0.3808691349348859, ""vrp"": -0.0008519273899498993, ""maturity"": 0.12316659760522852, ""accel"": 0.22513468522527277, ""align"": -0.03022664605964394, ""mom_l"": 0.9861294349074743, ""mom_v"": 0.686122210902012}",-39281.24729538029,-1.9641278840697067
intraday,FIXTURE,2026-04-20T09:49:00+05:30,2026-04-20T10:01:00+05:30,1131.5831702170053,1136.3628918991913,1129.1933093759123,1132.847700555296,8368.0,TRAILED,10581.589870815485,0.5291230001962185,0.7204445611128236,0.05,1.9118886728743347,"{""structure"": 0.9921859641287398, ""value"": 0.9333157870905247, ""vol_anom"": 0.7405359618579703, ""mom_t"": 0.8743902793285969, ""vratio"": 0.0, ""flow"": 0.6185206637732417, ""pcr"": 0.11287587853352238, ""vrp"": 0.007085798909029757, ""maturity"": 0.004117783137890068, ""accel"": 0.5282164667719855, ""align"": -0.12543956469515855, ""mom_l"": 0.0, ""mom_v"": 0.8581038964143487}",-8356.586065936317,-0.41786366175476963
intraday,FIXTURE,2026-04-21T11:03:00+05:30,2026-04-21T11:07:00+05:30,1126.9723909781217,1132.5537936564283,1124.1816896389685,1124.1816896389685,7166.0,LOSS,-19998.165796371846,-1.0,0.6844562617820744,0.05,2.232561071322609,"{""structure"": 0.785224519867706, ""value"": 0.29510849294430697, ""vol_anom"": 0.1507158919041173, ""mom_t"": 0.8879975755242772, ""vratio"": 0.3098973456467685, ""flow"": 0.4845175233740604, ""pcr"": 0.6635687133049346, ""vrp"": 0.023243690801750826, ""maturity"": 0.2249814920740936, ""accel"": 0.8502882581935087, ""align"": -0.014115757867197059, ""mom_l"": 0.38062570348774527, ""mom_v"": 0.21127121974398264}",-36149.934103870284,-1.807662486248052
intraday,FIXTURE,2026-04-21T13:28:00+05:30,2026-04-21T13:42:00+05:30,1132.7748941955253,1138.4186934151066,1129.9529945857346,1138.4186934151066,7087.0,PROFIT,39997.60506917265,1.9999999999999194,0.7192392505571873,0.05,2.2575196878325383,"{""structure"": 0.9801632479820422, ""value"": 0.9632805953803445, ""vol_anom"": -0.029998299171906603, ""mom_t"": 0.9062387839234955, ""vratio"": 0.08064812529579142, ""flow"": 0.6413078127743291, ""pcr"": 0.6851213974569282, ""vrp"": 0.011598501395405109, ""maturity"": -0.018577649570841705, ""accel"": 0.8245111713177324, ""align"": -0.06341094910328783, ""mom_l"": 0.5851971847397508, ""mom_v"": 0.0}",23941.65371884527,1.1971543634894708
intraday,FIXTURE,2026-04-21T13:52:00+05:30,2026-04-21T14:02:00+05:30,1146.180811157903,1151.4097741122273,1143.5663296807409,1143.5663296807409,7649.0,LOSS,-19998.16881881324,-1.0,0.7112910547384877,0.05,2.0915851817297577,"{""structure"": 0.999979243687049, ""value"": 0.9999374237528611, ""vol_anom"": -0.06889915805805753, ""mom_t"": 0.9756175139279661, ""vratio"": 0.1509177671071136, ""flow"": 0.498835294178625, ""pcr"": -0.636438552537383, ""vrp"": 0.09495649423551136, ""maturity"": 0.060364213946272706, ""accel"": 0.7285415917780994, ""align"": 0.015826497513255676, ""mom_l"": 0.8456532131556582, ""mom_v"": 0.0}",-37532.44286790684,-1.876793980886803
intraday,FIXTURE,2026-04-22T10:19:00+05:30,2026-04-22T10:24:00+05:30,1176.6241599854068,1182.5520940022495,1173.6601929769854,1173.6601929769854,6747.0,LOSS,-19997.885405819034,-1.0,0.725769664025407,0.05,2.3711736067371323,"{""structure"": 0.9995169699005698, ""value"": 0.9889267486445122, ""vol_anom"": 0.4267059197758579, ""mom_t"": 0.9283400458941027, ""vratio"": 0.0, ""flow"": 0.9288119536462197, ""pcr"": 0.39600271916377544, ""vrp"": 0.046337740880722934, ""maturity"": -0.1462949261649048, ""accel"": 0.6859101992102119, ""align"": 0.5027683083631327, ""mom_l"": 0.0, ""mom_v"": 0.6354229819315321}",-35875.25182066212,-1.7939522650841397
intraday,FIXTURE,2026-04-24T11:02:00+05:30,2026-04-24T11:06:00+05:30,1189.8173074324286,1195.6045321404974,1186.9236950783943,1195.6045321404974,6911.0,PROFIT,39995.50995746371,2.0000000000000786,0.724059784804775,0.05,2.3148898832275,"{""structure"": 0.9810052061028297, ""value"": 0.9214006938282451, ""vol_anom"": 0.7319558977697049, ""mom_t"": 0.562162399822394, ""vratio"": 0.13955596840591294, ""flow"": 0.7603074061732006, ""pcr"": 0.05835997776125794, ""vrp"": 0.23110845464440594, ""maturity"": 0.044771091535512196, ""accel"": 0.6811789679389607, ""align"": 0.3318588463075433, ""mom_l"": 0.750356616073289, ""mom_v"": 0.5322876168409818}",23549.855134132686,1.1776249463592041
